title,abstract,SourceUrl,files
Chess Prodigy - Tan Lian Ann,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0083,[]
Water Polo Gold Medallist - Tan Hwee Hock,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0082,[]
Fastest Man Wins - Tan Eng Yoon,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0081,[]
Scholar and Olympian - Tan Eng Liang,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0080,[]
Father of the Malayan Chinese - Tan Cheng Lock,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0079,[]
Taking the Nation's Pulse - Tan Cheng Bock,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0078,[]
The Play's the Thing - Leaena Tambyah,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0077,[]
A Farewell to Arms - Su Guaning,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0076,[]
Queen's Scholar - Song Ong Siang,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0075,[]
The Methodist Bishop - Robert Solomon,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0074,[]
Father of Amateur Football - Soh Ghee Soon,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0073,[]
World-Renowned Violinist - Siow Lee Chin,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0072,[]
只差一步,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0071,[]
Pioneering Stage Actress - Rosie Seow,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0069,[]
只差一步,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0067,[]
Television Personality - V. Sadasivan,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0068,[]
Mr Mayor - Zainul Abidin Rasheed,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0066,[]
Author of National Pledge - S. Rajaratnam,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0065,[]
Deadly Striker - Quah Kim Song,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0064,[]
An Honourable Man - A. P. Rajah,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0063,[]
The Lady is a Judge - Judith Prakash,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0062,[]
Guardian of the Civil Service - Phay Seng Whatt,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0061,[]
Enigmatic Academic and Diplomat - Pang Eng Fong,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0060,[]
World Bank Specialist - Indra Padmanathan,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0059,[]
Pioneer of Pantai Valley - Mohamed Taib bin Osman,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0058,[]
A True Blue Rafflesian - Mae Noleen Oehlers,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0057,[]
[]
Veteran Educator - Noel Evelyn Norris,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0055,[]
A Persian in Malacca Street - Mohamed Javad Namazie,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0054,[]
Pioneer in Preventive Medicine - Ernest Steven Monteiro,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0053,[]
只差一步,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0052,[]
NCAR Astrophysicist - Low Boon Chye,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0051,[]
From Clerk to Chief Minister - Lim Yew Hock,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0050,[]
First Woman Permanent Secretary - Lim Soo Hoon,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0049,[]
Descending the Ivory Tower - Lim Pin,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0048,[]
An Extraordinary Soldier - Lim Neo Chian,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0047,[]
Of Medicine and Chess - Lim Kok Ann,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0046,[]
"Have Wings, Will Fly - Lim Kim Choon",,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0045,[]
The Girl Who Guides - Lim Hsiu Mei,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0044,[]
只差一步,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0043,[]
只差一步,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0042,[]
The ,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0041,[]
Nationalist and Patriot - Lim Bo Seng,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0040,[]
Rags to Riches - Lim Boon Keng,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0039,[]
Paper Wizard - Leong Cheng Chit,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0038,[]
只差一步,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0037,[]
The Chinese Mandarin - Lee Siow Mong,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0036,[]
Founding Father - Lee Kuan Yew,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0035,[]
Chief of the Navy - Kwek Siew Jin,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0034,[]
The Westernised Oriental Gentleman - Kwan Sai Kheong,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0033,[]
International Playwright - Stella Kon,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0032,[]
The Sky's the Limit - Koh Chai Hong,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0031,[]
Chief of Armed Forces - Kirpa Ram Vij,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0030,[]
Of Chemistry and Longevity - Kiang Ai Kim,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0029,[]
From Bukom to Lumut - Khoo Tee Chuan,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0028,[]
The Architect in Nation Building - Hijjas Kasturi,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0026,[]
Judicious Deputy Prime Minister - S. Jayakumar,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0025,[]
Singapore's First President - Yusof Ishak,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0024,[]
Of Bricks and Mortar - Albert Hong Hin Kay,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0023,[]
Newspaper Editor - Han Fook Kwang,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0022,[]
On Top of the Banking World - Euleen Goh,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0021,[]
World Famous Dancer and Choreographer - Goh Choo San,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0020,[]
Second Prime Minister - Goh Chok Tong,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0019,[]
Of Trade and Diplomacy - Ridzwan bin Haji Dzafir,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0018,[]
只差一步,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0017,[]
只差一步,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0016,[]
From ,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0015,[]
A Woman of Many Parts - Claire Chiang,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0014,[]
只差一步,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0012,[]
Like Mother Like Daughter - Betty Chen,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0011,[]
A Star is Born - Kit Chan,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0010,[]
The Best of Both Worlds - Alan Chan Heng Loon,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0009,[]
Lord Chan of Oxton - Michael Chan Chew Koon,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0008,[]
Of Rabbits and Fish Head Curry - Cham Tao Soon,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0007,[]
The ‘Cambridge Blue’ Minister - Edmund William Barker,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0006,[]
Doctor Defies Death to Save Lives - Ang Swee Chai,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0005,[]
A Disabled Artist - Johnny Ang,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0004,[]
A Thoroughbred Rafflesian - V. Ambiavagar,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0003,[]
只差一步,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0002,[]
Malaysia's Lieutenant-General - Abdul Jamil bin Haji Ahmad,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_0001,[]
FRONT MATTER,,https://www.worldscientific.com/doi/abs/10.1142/9789812778925_fmatter,[]
[]
只差一步,,https://www.worldscientific.com/doi/abs/10.1142/9789812703408_0009,[]
只差一步,,https://www.worldscientific.com/doi/abs/10.1142/9789812703408_0008,[]
Gauge Theories of Gravity,,https://www.worldscientific.com/doi/abs/10.1142/9789812703408_0007,[]
Quantum Gravity and ‘Ghosts’,,https://www.worldscientific.com/doi/abs/10.1142/9789812703408_0006,[]
Accelerated Frames: Generalizing the Lorentz Transformations,,https://www.worldscientific.com/doi/abs/10.1142/9789812703408_0005,[]
Yang-Mills' Deepest Insight and Its Relation to Gravity,,https://www.worldscientific.com/doi/abs/10.1142/9789812703408_0004,[]
The Scalar-Tensor Theory of Gravity,,https://www.worldscientific.com/doi/abs/10.1142/9789812703408_0003,[]
Einstein's Deepest Insight and Its Early Impacts,,https://www.worldscientific.com/doi/abs/10.1142/9789812703408_0002,[]
The Dawn of Gravitation,,https://www.worldscientific.com/doi/abs/10.1142/9789812703408_0001,[]
FRONT MATTER,,https://www.worldscientific.com/doi/abs/10.1142/9789812703408_fmatter,[]
Hartle's Interpretation,,https://www.worldscientific.com/doi/abs/10.1142/9789812792808_0017,[]
只差一步,,https://www.worldscientific.com/doi/abs/10.1142/9789812792808_0016,[]
"Bohm and Bell, Clauser and Aspect",,https://www.worldscientific.com/doi/abs/10.1142/9789812792808_0015,[]
"Einstein, Podolsky, and Rosen",,https://www.worldscientific.com/doi/abs/10.1142/9789812792808_0014,[]
Heisenberg's Uncertainty Principle,,https://www.worldscientific.com/doi/abs/10.1142/9789812792808_0012,[]
Born's Interpretation,,https://www.worldscientific.com/doi/abs/10.1142/9789812792808_0011,[]
Schrödinger's Wave Mechanics,,https://www.worldscientific.com/doi/abs/10.1142/9789812792808_0010,[]
Dirac's Quantum Mechanics,,https://www.worldscientific.com/doi/abs/10.1142/9789812792808_0009,[]
只差一步,,https://www.worldscientific.com/doi/abs/10.1142/9789812792808_0008,[]
Heisenberg Invents Quantum Dynamics,,https://www.worldscientific.com/doi/abs/10.1142/9789812792808_0007,[]
Kramers and Heisenberg,,https://www.worldscientific.com/doi/abs/10.1142/9789812792808_0006,[]
de Broglie Waves,,https://www.worldscientific.com/doi/abs/10.1142/9789812792808_0005,[]
Bohr's Hydrogen Atom,,https://www.worldscientific.com/doi/abs/10.1142/9789812792808_0004,[]
Einstein and Compton,,https://www.worldscientific.com/doi/abs/10.1142/9789812792808_0003,[]
Planck Invents the Quantum,,https://www.worldscientific.com/doi/abs/10.1142/9789812792808_0002,[]
Introduction,,https://www.worldscientific.com/doi/abs/10.1142/9789812792808_0001,[]
FRONT MATTER,,https://www.worldscientific.com/doi/abs/10.1142/9789812792808_fmatter,[]
THE TWISTOR APPROACH TO SPACE-TIME STRUCTURES,,https://www.worldscientific.com/doi/abs/10.1142/9789812700988_0017,[]
CAUSAL SETS AND THE DEEP STRUCTURE OF SPACETIME,,https://www.worldscientific.com/doi/abs/10.1142/9789812700988_0016,[]
LOOP QUANTUM COSMOLOGY,,https://www.worldscientific.com/doi/abs/10.1142/9789812700988_0014,[]
QUANTUM GEOMETRY AND ITS RAMIFICATIONS,,https://www.worldscientific.com/doi/abs/10.1142/9789812700988_0013,[]
SPACE TIME IN STRING THEORY,,https://www.worldscientific.com/doi/abs/10.1142/9789812700988_0012,[]
SPACETIME IN SEMICLASSICAL GRAVITY,,https://www.worldscientific.com/doi/abs/10.1142/9789812700988_0011,[]
Beyond Einstein: Unifying General Relativity with Quantum Physics,,https://www.worldscientific.com/doi/abs/10.1142/9789812700988_others03,[]
RELATIVITY IN THE GLOBAL POSITIONING SYSTEM,,https://www.worldscientific.com/doi/abs/10.1142/9789812700988_0010,[]
RECEIVING GRAVITATIONAL WAVES,,https://www.worldscientific.com/doi/abs/10.1142/9789812700988_0009,[]
WAS EINSTEIN RIGHT?: TESTING RELATIVITY AT THE CENTENARY,,https://www.worldscientific.com/doi/abs/10.1142/9789812700988_0008,[]
